,season,round,driver,driver_points,driver_wins,driver_standings_pos
0,1950,1,farina,0.0,0.0,0.0
1,1950,1,fagioli,0.0,0.0,0.0
2,1950,1,reg_parnell,0.0,0.0,0.0
3,1950,1,cabantous,0.0,0.0,0.0
4,1950,1,rosier,0.0,0.0,0.0
5,1950,1,gerard,0.0,0.0,0.0
6,1950,1,harrison,0.0,0.0,0.0
7,1950,1,etancelin,0.0,0.0,0.0
8,1950,1,hampshire,0.0,0.0,0.0
9,1950,1,fry,0.0,0.0,0.0
10,1950,1,shawe_taylor,0.0,0.0,0.0
11,1950,1,claes,0.0,0.0,0.0
12,1950,1,fangio,0.0,0.0,0.0
13,1950,1,kelly,0.0,0.0,0.0
14,1950,1,bira,0.0,0.0,0.0
15,1950,1,murray,0.0,0.0,0.0
16,1950,1,crossley,0.0,0.0,0.0
17,1950,1,graffenried,0.0,0.0,0.0
18,1950,1,chiron,0.0,0.0,0.0
19,1950,1,martin,0.0,0.0,0.0
20,1950,1,rolt,0.0,0.0,0.0
21,1950,1,peter_walker,0.0,0.0,0.0
22,1950,1,leslie_johnson,0.0,0.0,0.0
23,1950,2,farina,9.0,1.0,1.0
24,1950,2,fangio,0.0,0.0,13.0
25,1950,2,fagioli,6.0,0.0,2.0
26,1950,2,ascari,0.0,0.0,0.0
27,1950,2,chiron,0.0,0.0,19.0
28,1950,2,reg_parnell,4.0,0.0,3.0
29,1950,2,cabantous,3.0,0.0,4.0
30,1950,2,sommer,0.0,0.0,0.0
31,1950,2,rosier,2.0,0.0,5.0
32,1950,2,bira,0.0,0.0,15.0
33,1950,2,gerard,0.0,0.0,6.0
34,1950,2,claes,0.0,0.0,12.0
35,1950,2,harrison,0.0,0.0,7.0
36,1950,2,etancelin,0.0,0.0,8.0
37,1950,2,hampshire,0.0,0.0,9.0
38,1950,2,fry,0.0,0.0,10.0
39,1950,2,shawe_taylor,0.0,0.0,11.0
40,1950,2,villoresi,0.0,0.0,0.0
41,1950,2,gonzalez,0.0,0.0,0.0
42,1950,2,kelly,0.0,0.0,14.0
43,1950,2,manzon,0.0,0.0,0.0
44,1950,2,graffenried,0.0,0.0,18.0
45,1950,2,murray,0.0,0.0,16.0
46,1950,2,crossley,0.0,0.0,17.0
47,1950,2,trintignant,0.0,0.0,0.0
48,1950,2,rol,0.0,0.0,0.0
49,1950,2,martin,0.0,0.0,20.0
50,1950,2,schell,0.0,0.0,0.0
51,1950,2,rolt,0.0,0.0,21.0
52,1950,2,peter_walker,0.0,0.0,22.0
53,1950,3,farina,9.0,1.0,1.0
54,1950,3,fangio,9.0,1.0,2.0
55,1950,3,parsons,0.0,0.0,0.0
56,1950,3,fagioli,6.0,0.0,3.0
57,1950,3,ascari,6.0,0.0,4.0
58,1950,3,holland,0.0,0.0,0.0
59,1950,3,chiron,4.0,0.0,5.0
60,1950,3,reg_parnell,4.0,0.0,6.0
61,1950,3,rose,0.0,0.0,0.0
62,1950,3,cabantous,3.0,0.0,7.0
63,1950,3,green,0.0,0.0,0.0
64,1950,3,sommer,3.0,0.0,8.0
65,1950,3,rosier,2.0,0.0,9.0
66,1950,3,bira,2.0,0.0,10.0
67,1950,3,bettenhausen,0.0,0.0,0.0
68,1950,3,chitwood,0.0,0.0,0.0
69,1950,3,gerard,0.0,0.0,11.0
70,1950,3,wallard,0.0,0.0,0.0
71,1950,3,claes,0.0,0.0,12.0
72,1950,3,harrison,0.0,0.0,13.0
73,1950,3,faulkner,0.0,0.0,0.0
74,1950,3,etancelin,0.0,0.0,14.0
75,1950,3,george_connor,0.0,0.0,0.0
76,1950,3,hampshire,0.0,0.0,15.0
77,1950,3,paul_russo,0.0,0.0,0.0
78,1950,3,flaherty,0.0,0.0,0.0
79,1950,3,fry,0.0,0.0,16.0
80,1950,3,shawe_taylor,0.0,0.0,17.0
81,1950,3,fohr,0.0,0.0,0.0
82,1950,3,darter,0.0,0.0,0.0
83,1950,4,farina,9.0,1.0,1.0
84,1950,4,fagioli,6.0,0.0,4.0
85,1950,4,fangio,9.0,1.0,2.0
86,1950,4,parsons,9.0,1.0,3.0
87,1950,4,ascari,6.0,0.0,5.0
88,1950,4,holland,6.0,0.0,6.0
89,1950,4,rosier,2.0,0.0,13.0
90,1950,4,bira,2.0,0.0,14.0
91,1950,4,chiron,4.0,0.0,7.0
92,1950,4,reg_parnell,4.0,0.0,8.0
93,1950,4,rose,4.0,0.0,9.0
94,1950,4,sommer,3.0,0.0,12.0
95,1950,4,cabantous,3.0,0.0,10.0
96,1950,4,green,3.0,0.0,11.0
97,1950,4,bonetto,0.0,0.0,0.0
98,1950,4,bettenhausen,1.0,0.0,15.0
99,1950,4,chitwood,1.0,0.0,16.0
100,1950,4,gerard,0.0,0.0,17.0
101,1950,4,graffenried,0.0,0.0,0.0
102,1950,4,wallard,0.0,0.0,18.0
103,1950,4,claes,0.0,0.0,19.0
104,1950,4,harrison,0.0,0.0,20.0
105,1950,4,faulkner,0.0,0.0,21.0
106,1950,4,pagani,0.0,0.0,0.0
107,1950,4,etancelin,0.0,0.0,22.0
108,1950,4,schell,0.0,0.0,0.0
109,1950,4,george_connor,0.0,0.0,23.0
110,1950,4,hampshire,0.0,0.0,24.0
111,1950,4,paul_russo,0.0,0.0,25.0
112,1950,4,flaherty,0.0,0.0,26.0
113,1950,5,farina,18.0,2.0,1.0
114,1950,5,fagioli,12.0,0.0,2.0
115,1950,5,fangio,9.0,1.0,3.0
116,1950,5,rosier,6.0,0.0,7.0
117,1950,5,parsons,9.0,1.0,4.0
118,1950,5,ascari,6.0,0.0,5.0
119,1950,5,holland,6.0,0.0,6.0
120,1950,5,bira,5.0,0.0,8.0
121,1950,5,chiron,4.0,0.0,9.0
122,1950,5,reg_parnell,4.0,0.0,10.0
123,1950,5,rose,4.0,0.0,11.0
124,1950,5,sommer,3.0,0.0,12.0
125,1950,5,cabantous,3.0,0.0,13.0
126,1950,5,green,3.0,0.0,14.0
127,1950,5,bonetto,2.0,0.0,15.0
128,1950,5,bettenhausen,1.0,0.0,16.0
129,1950,5,chitwood,1.0,0.0,17.0
130,1950,5,gerard,0.0,0.0,18.0
131,1950,5,villoresi,0.0,0.0,0.0
132,1950,5,graffenried,0.0,0.0,19.0
133,1950,5,wallard,0.0,0.0,20.0
134,1950,5,claes,0.0,0.0,21.0
135,1950,5,harrison,0.0,0.0,22.0
136,1950,5,faulkner,0.0,0.0,23.0
137,1950,5,levegh,0.0,0.0,0.0
138,1950,5,pagani,0.0,0.0,24.0
139,1950,5,etancelin,0.0,0.0,25.0
140,1950,5,schell,0.0,0.0,26.0
141,1950,5,george_connor,0.0,0.0,27.0
142,1950,5,crossley,0.0,0.0,0.0
143,1950,6,fangio,17.0,2.0,3.0
144,1950,6,fagioli,18.0,0.0,2.0
145,1950,6,farina,22.0,2.0,1.0
146,1950,6,rosier,10.0,0.0,4.0
147,1950,6,parsons,9.0,1.0,5.0
148,1950,6,ascari,8.0,0.0,6.0
149,1950,6,holland,6.0,0.0,7.0
150,1950,6,bira,5.0,0.0,8.0
151,1950,6,chiron,4.0,0.0,9.0
152,1950,6,reg_parnell,4.0,0.0,10.0
153,1950,6,whitehead,0.0,0.0,0.0
154,1950,6,rose,4.0,0.0,11.0
155,1950,6,cabantous,3.0,0.0,13.0
156,1950,6,sommer,3.0,0.0,12.0
157,1950,6,manzon,0.0,0.0,0.0
158,1950,6,green,3.0,0.0,14.0
159,1950,6,bonetto,2.0,0.0,15.0
160,1950,6,etancelin,0.0,0.0,27.0
161,1950,6,chaboud,0.0,0.0,0.0
162,1950,6,bettenhausen,1.0,0.0,16.0
163,1950,6,chitwood,1.0,0.0,17.0
164,1950,6,gerard,0.0,0.0,18.0
165,1950,6,villoresi,0.0,0.0,19.0
166,1950,6,graffenried,0.0,0.0,20.0
167,1950,6,pozzi,0.0,0.0,0.0
168,1950,6,wallard,0.0,0.0,21.0
169,1950,6,claes,0.0,0.0,22.0
170,1950,6,levegh,0.0,0.0,25.0
171,1950,6,harrison,0.0,0.0,23.0
172,1950,6,faulkner,0.0,0.0,24.0
173,1950,7,farina,22.0,2.0,3.0
174,1950,7,fangio,26.0,3.0,1.0
175,1950,7,fagioli,24.0,0.0,2.0
176,1950,7,rosier,10.0,0.0,4.0
177,1950,7,ascari,8.0,0.0,6.0
178,1950,7,parsons,9.0,1.0,5.0
179,1950,7,holland,6.0,0.0,7.0
180,1950,7,bira,5.0,0.0,8.0
181,1950,7,whitehead,4.0,0.0,11.0
182,1950,7,chiron,4.0,0.0,9.0
183,1950,7,reg_parnell,4.0,0.0,10.0
184,1950,7,rose,4.0,0.0,12.0
185,1950,7,serafini,0.0,0.0,0.0
186,1950,7,cabantous,3.0,0.0,13.0
187,1950,7,sommer,3.0,0.0,14.0
188,1950,7,manzon,3.0,0.0,15.0
189,1950,7,green,3.0,0.0,16.0
190,1950,7,etancelin,1.0,0.0,18.0
191,1950,7,bonetto,2.0,0.0,17.0
192,1950,7,chaboud,1.0,0.0,19.0
193,1950,7,bettenhausen,1.0,0.0,20.0
194,1950,7,chitwood,1.0,0.0,21.0
195,1950,7,graffenried,0.0,0.0,24.0
196,1950,7,gerard,0.0,0.0,22.0
197,1950,7,villoresi,0.0,0.0,23.0
198,1950,7,pozzi,0.0,0.0,25.0
199,1950,7,wallard,0.0,0.0,26.0
200,1950,7,claes,0.0,0.0,27.0
201,1950,7,levegh,0.0,0.0,28.0
202,1950,7,harrison,0.0,0.0,29.0
203,1951,1,fangio,0.0,0.0,0.0
204,1951,1,taruffi,0.0,0.0,0.0
205,1951,1,farina,0.0,0.0,0.0
206,1951,1,sanesi,0.0,0.0,0.0
207,1951,1,graffenried,0.0,0.0,0.0
208,1951,1,ascari,0.0,0.0,0.0
209,1951,1,chiron,0.0,0.0,0.0
210,1951,1,moss,0.0,0.0,0.0
211,1951,1,rosier,0.0,0.0,0.0
212,1951,1,etancelin,0.0,0.0,0.0
213,1951,1,fischer,0.0,0.0,0.0
214,1951,1,schell,0.0,0.0,0.0
215,1951,1,claes,0.0,0.0,0.0
216,1951,1,guy_mairesse,0.0,0.0,0.0
217,1951,1,whitehead,0.0,0.0,0.0
218,1951,1,louveau,0.0,0.0,0.0
219,1951,1,abecassis,0.0,0.0,0.0
220,1951,1,cabantous,0.0,0.0,0.0
221,1951,1,villoresi,0.0,0.0,0.0
222,1951,1,gonzalez,0.0,0.0,0.0
223,1951,1,hirt,0.0,0.0,0.0
224,1951,2,fangio,9.0,1.0,1.0
225,1951,2,wallard,0.0,0.0,0.0
226,1951,2,nazaruk,0.0,0.0,0.0
227,1951,2,taruffi,6.0,0.0,2.0
228,1951,2,farina,4.0,0.0,3.0
229,1951,2,linden,0.0,0.0,0.0
230,1951,2,sanesi,3.0,0.0,4.0
231,1951,2,mcgrath,0.0,0.0,0.0
232,1951,2,ball,0.0,0.0,0.0
233,1951,2,graffenried,2.0,0.0,5.0
234,1951,2,ayulo,0.0,0.0,0.0
235,1951,2,ascari,0.0,0.0,6.0
236,1951,2,banks,0.0,0.0,0.0
237,1951,2,chiron,0.0,0.0,7.0
238,1951,2,forberg,0.0,0.0,0.0
239,1951,2,darter,0.0,0.0,0.0
240,1951,2,moss,0.0,0.0,8.0
241,1951,2,rosier,0.0,0.0,9.0
242,1951,2,etancelin,0.0,0.0,10.0
243,1951,2,fischer,0.0,0.0,11.0
244,1951,2,schell,0.0,0.0,12.0
245,1951,2,claes,0.0,0.0,13.0
246,1951,2,guy_mairesse,0.0,0.0,14.0
247,1951,2,bettenhausen,0.0,0.0,0.0
248,1951,2,nalon,0.0,0.0,0.0
249,1951,2,force,0.0,0.0,0.0
250,1951,2,hanks,0.0,0.0,0.0
251,1951,2,schindler,0.0,0.0,0.0
252,1951,2,rose,0.0,0.0,0.0
253,1951,2,faulkner,0.0,0.0,0.0
254,1951,3,farina,4.0,0.0,5.0
255,1951,3,fangio,9.0,1.0,1.0
256,1951,3,wallard,9.0,1.0,2.0
257,1951,3,ascari,0.0,0.0,12.0
258,1951,3,taruffi,6.0,0.0,4.0
259,1951,3,nazaruk,6.0,0.0,3.0
260,1951,3,villoresi,0.0,0.0,0.0
261,1951,3,rosier,0.0,0.0,18.0
262,1951,3,sanesi,3.0,0.0,7.0
263,1951,3,linden,3.0,0.0,6.0
264,1951,3,mcgrath,2.0,0.0,8.0
265,1951,3,cabantous,0.0,0.0,0.0
266,1951,3,ball,2.0,0.0,9.0
267,1951,3,graffenried,2.0,0.0,10.0
268,1951,3,ayulo,2.0,0.0,11.0
269,1951,3,banks,0.0,0.0,13.0
270,1951,3,andre_pilette,0.0,0.0,0.0
271,1951,3,claes,0.0,0.0,22.0
272,1951,3,chiron,0.0,0.0,14.0
273,1951,3,forberg,0.0,0.0,15.0
274,1951,3,darter,0.0,0.0,16.0
275,1951,3,levegh,0.0,0.0,0.0
276,1951,3,moss,0.0,0.0,17.0
277,1951,3,etancelin,0.0,0.0,19.0
278,1951,3,fischer,0.0,0.0,20.0
279,1951,3,schell,0.0,0.0,21.0
280,1951,3,guy_mairesse,0.0,0.0,23.0
281,1951,3,bettenhausen,0.0,0.0,24.0
282,1951,3,nalon,0.0,0.0,25.0
283,1951,3,force,0.0,0.0,26.0
284,1951,4,fangio,10.0,1.0,2.0
285,1951,4,farina,12.0,1.0,1.0
286,1951,4,wallard,9.0,1.0,3.0
287,1951,4,ascari,6.0,0.0,4.0
288,1951,4,villoresi,4.0,0.0,7.0
289,1951,4,taruffi,6.0,0.0,5.0
290,1951,4,nazaruk,6.0,0.0,6.0
291,1951,4,fagioli,0.0,0.0,0.0
292,1951,4,gonzalez,0.0,0.0,0.0
293,1951,4,rosier,3.0,0.0,8.0
294,1951,4,sanesi,3.0,0.0,9.0
295,1951,4,linden,3.0,0.0,10.0
296,1951,4,reg_parnell,0.0,0.0,0.0
297,1951,4,mcgrath,2.0,0.0,11.0
298,1951,4,cabantous,2.0,0.0,12.0
299,1951,4,graffenried,2.0,0.0,14.0
300,1951,4,ball,2.0,0.0,13.0
301,1951,4,ayulo,2.0,0.0,15.0
302,1951,4,chiron,0.0,0.0,19.0
303,1951,4,banks,0.0,0.0,16.0
304,1951,4,andre_pilette,0.0,0.0,17.0
305,1951,4,claes,0.0,0.0,18.0
306,1951,4,forberg,0.0,0.0,20.0
307,1951,4,darter,0.0,0.0,21.0
308,1951,4,chaboud,0.0,0.0,0.0
309,1951,4,levegh,0.0,0.0,22.0
310,1951,4,moss,0.0,0.0,23.0
311,1951,4,guy_mairesse,0.0,0.0,27.0
312,1951,4,etancelin,0.0,0.0,24.0
313,1951,4,fischer,0.0,0.0,25.0
314,1951,5,fangio,15.0,2.0,1.0
315,1951,5,farina,14.0,1.0,2.0
316,1951,5,villoresi,8.0,0.0,5.0
317,1951,5,gonzalez,3.0,0.0,9.0
318,1951,5,wallard,9.0,1.0,3.0
319,1951,5,ascari,9.0,0.0,4.0
320,1951,5,taruffi,6.0,0.0,6.0
321,1951,5,nazaruk,6.0,0.0,7.0
322,1951,5,reg_parnell,3.0,0.0,13.0
323,1951,5,fagioli,4.0,1.0,8.0
324,1951,5,sanesi,3.0,0.0,11.0
325,1951,5,rosier,3.0,0.0,10.0
326,1951,5,bonetto,0.0,0.0,0.0
327,1951,5,linden,3.0,0.0,12.0
328,1951,5,mcgrath,2.0,0.0,14.0
329,1951,5,cabantous,2.0,0.0,15.0
330,1951,5,graffenried,2.0,0.0,16.0
331,1951,5,ball,2.0,0.0,17.0
332,1951,5,ayulo,2.0,0.0,18.0
333,1951,5,chiron,0.0,0.0,19.0
334,1951,5,banks,0.0,0.0,20.0
335,1951,5,andre_pilette,0.0,0.0,21.0
336,1951,5,claes,0.0,0.0,22.0
337,1951,5,forberg,0.0,0.0,23.0
338,1951,5,peter_walker,0.0,0.0,0.0
339,1951,5,darter,0.0,0.0,24.0
340,1951,5,chaboud,0.0,0.0,25.0
341,1951,5,levegh,0.0,0.0,26.0
342,1951,5,moss,0.0,0.0,27.0
343,1951,5,shawe_taylor,0.0,0.0,0.0
344,1951,6,fangio,21.0,2.0,1.0
345,1951,6,ascari,9.0,0.0,6.0
346,1951,6,gonzalez,11.0,1.0,4.0
347,1951,6,farina,15.0,1.0,2.0
348,1951,6,villoresi,12.0,0.0,3.0
349,1951,6,wallard,9.0,1.0,5.0
350,1951,6,taruffi,6.0,0.0,7.0
351,1951,6,nazaruk,6.0,0.0,8.0
352,1951,6,reg_parnell,5.0,0.0,9.0
353,1951,6,fagioli,4.0,1.0,10.0
354,1951,6,sanesi,3.0,0.0,11.0
355,1951,6,rosier,3.0,0.0,12.0
356,1951,6,bonetto,3.0,0.0,13.0
357,1951,6,linden,3.0,0.0,14.0
358,1951,6,mcgrath,2.0,0.0,15.0
359,1951,6,cabantous,2.0,0.0,16.0
360,1951,6,graffenried,2.0,0.0,17.0
361,1951,6,ball,2.0,0.0,18.0
362,1951,6,ayulo,2.0,0.0,19.0
363,1951,6,chiron,0.0,0.0,20.0
364,1951,6,fischer,0.0,0.0,0.0
365,1951,6,banks,0.0,0.0,21.0
366,1951,6,andre_pilette,0.0,0.0,22.0
367,1951,6,claes,0.0,0.0,23.0
368,1951,6,manzon,0.0,0.0,0.0
369,1951,6,forberg,0.0,0.0,24.0
370,1951,6,peter_walker,0.0,0.0,25.0
371,1951,6,levegh,0.0,0.0,28.0
372,1951,6,darter,0.0,0.0,26.0
373,1951,6,chaboud,0.0,0.0,27.0
374,1951,7,fangio,27.0,2.0,1.0
375,1951,7,ascari,17.0,1.0,2.0
376,1951,7,gonzalez,15.0,1.0,3.0
377,1951,7,farina,15.0,1.0,4.0
378,1951,7,villoresi,15.0,0.0,5.0
379,1951,7,taruffi,8.0,0.0,7.0
380,1951,7,wallard,9.0,1.0,6.0
381,1951,7,nazaruk,6.0,0.0,8.0
382,1951,7,bonetto,3.0,0.0,13.0
383,1951,7,reg_parnell,5.0,0.0,9.0
384,1951,7,fagioli,4.0,1.0,10.0
385,1951,7,sanesi,3.0,0.0,11.0
386,1951,7,rosier,3.0,0.0,12.0
387,1951,7,linden,3.0,0.0,14.0
388,1951,7,mcgrath,2.0,0.0,15.0
389,1951,7,cabantous,2.0,0.0,16.0
390,1951,7,graffenried,2.0,0.0,17.0
391,1951,7,ball,2.0,0.0,18.0
392,1951,7,ayulo,2.0,0.0,19.0
393,1951,7,chiron,0.0,0.0,20.0
394,1951,7,fischer,0.0,0.0,21.0
395,1951,7,simon,0.0,0.0,0.0
396,1951,7,banks,0.0,0.0,22.0
397,1951,7,andre_pilette,0.0,0.0,23.0
398,1951,7,claes,0.0,0.0,24.0
399,1951,7,manzon,0.0,0.0,25.0
400,1951,7,forberg,0.0,0.0,26.0
401,1951,7,peter_walker,0.0,0.0,27.0
402,1951,7,levegh,0.0,0.0,28.0
403,1951,7,darter,0.0,0.0,29.0
404,1951,8,fangio,27.0,2.0,1.0
405,1951,8,ascari,25.0,2.0,2.0
406,1951,8,gonzalez,21.0,1.0,3.0
407,1951,8,farina,17.0,1.0,4.0
408,1951,8,villoresi,15.0,0.0,5.0
409,1951,8,taruffi,10.0,0.0,6.0
410,1951,8,wallard,9.0,1.0,7.0
411,1951,8,bonetto,5.0,0.0,9.0
412,1951,8,nazaruk,6.0,0.0,8.0
413,1951,8,reg_parnell,5.0,0.0,10.0
414,1951,8,fagioli,4.0,1.0,11.0
415,1951,8,sanesi,3.0,0.0,12.0
416,1951,8,rosier,3.0,0.0,13.0
417,1951,8,linden,3.0,0.0,14.0
418,1951,8,mcgrath,2.0,0.0,15.0
419,1951,8,graffenried,2.0,0.0,17.0
420,1951,8,cabantous,2.0,0.0,16.0
421,1951,8,ball,2.0,0.0,18.0
422,1951,8,ayulo,2.0,0.0,19.0
423,1951,8,chiron,0.0,0.0,20.0
424,1951,8,fischer,0.0,0.0,21.0
425,1951,8,simon,0.0,0.0,22.0
426,1951,8,banks,0.0,0.0,23.0
427,1951,8,andre_pilette,0.0,0.0,24.0
428,1951,8,manzon,0.0,0.0,26.0
429,1951,8,claes,0.0,0.0,25.0
430,1951,8,forberg,0.0,0.0,27.0
431,1951,8,peter_walker,0.0,0.0,28.0
432,1951,8,levegh,0.0,0.0,29.0
433,1951,8,etancelin,0.0,0.0,0.0
434,1952,1,taruffi,0.0,0.0,0.0
435,1952,1,fischer,0.0,0.0,0.0
436,1952,1,behra,0.0,0.0,0.0
437,1952,1,wharton,0.0,0.0,0.0
438,1952,1,alan_brown,0.0,0.0,0.0
439,1952,1,graffenried,0.0,0.0,0.0
440,1952,1,hirt,0.0,0.0,0.0
441,1952,1,brandon,0.0,0.0,0.0
442,1952,1,bira,0.0,0.0,0.0
443,1952,1,farina,0.0,0.0,0.0
444,1952,1,simon,0.0,0.0,0.0
445,1952,1,schell,0.0,0.0,0.0
446,1952,1,moss,0.0,0.0,0.0
447,1952,1,macklin,0.0,0.0,0.0
448,1952,1,manzon,0.0,0.0,0.0
449,1952,1,collins,0.0,0.0,0.0
450,1952,1,abecassis,0.0,0.0,0.0
451,1952,1,hans_stuck,0.0,0.0,0.0
452,1952,1,ulmen,0.0,0.0,0.0
453,1952,1,rosier,0.0,0.0,0.0
454,1952,1,terra,0.0,0.0,0.0
455,1952,2,taruffi,9.0,1.0,1.0
456,1952,2,ruttman,0.0,0.0,0.0
457,1952,2,fischer,6.0,0.0,2.0
458,1952,2,rathmann,0.0,0.0,0.0
459,1952,2,behra,4.0,0.0,3.0
460,1952,2,hanks,0.0,0.0,0.0
461,1952,2,darter,0.0,0.0,0.0
462,1952,2,wharton,3.0,0.0,4.0
463,1952,2,alan_brown,2.0,0.0,5.0
464,1952,2,cross,0.0,0.0,0.0
465,1952,2,vukovich,0.0,0.0,0.0
466,1952,2,bryan,0.0,0.0,0.0
467,1952,2,graffenried,0.0,0.0,6.0
468,1952,2,hirt,0.0,0.0,7.0
469,1952,2,reece,0.0,0.0,0.0
470,1952,2,brandon,0.0,0.0,8.0
471,1952,2,george_connor,0.0,0.0,0.0
472,1952,2,griffith,0.0,0.0,0.0
473,1952,2,parsons,0.0,0.0,0.0
474,1952,2,mcgrath,0.0,0.0,0.0
475,1952,2,rigsby,0.0,0.0,0.0
476,1952,2,james,0.0,0.0,0.0
477,1952,2,schindler,0.0,0.0,0.0
478,1952,2,fonder,0.0,0.0,0.0
479,1952,2,johnson,0.0,0.0,0.0
480,1952,2,stevenson,0.0,0.0,0.0
481,1952,2,banks,0.0,0.0,0.0
482,1952,2,ayulo,0.0,0.0,0.0
483,1952,2,mcdowell,0.0,0.0,0.0
484,1952,2,bira,0.0,0.0,9.0
485,1952,3,taruffi,9.0,1.0,1.0
486,1952,3,ascari,0.0,0.0,0.0
487,1952,3,ruttman,8.0,1.0,2.0
488,1952,3,farina,0.0,0.0,0.0
489,1952,3,fischer,6.0,0.0,3.0
490,1952,3,rathmann,6.0,0.0,4.0
491,1952,3,manzon,0.0,0.0,0.0
492,1952,3,behra,4.0,0.0,5.0
493,1952,3,hanks,4.0,0.0,6.0
494,1952,3,wharton,3.0,0.0,8.0
495,1952,3,darter,3.0,0.0,7.0
496,1952,3,hawthorn,0.0,0.0,0.0
497,1952,3,alan_brown,2.0,0.0,9.0
498,1952,3,cross,2.0,0.0,10.0
499,1952,3,frere,0.0,0.0,0.0
500,1952,3,vukovich,1.0,0.0,11.0
501,1952,3,bryan,0.0,0.0,12.0
502,1952,3,graffenried,0.0,0.0,13.0
503,1952,3,tornaco,0.0,0.0,0.0
504,1952,3,hirt,0.0,0.0,14.0
505,1952,3,reece,0.0,0.0,15.0
506,1952,3,brandon,0.0,0.0,16.0
507,1952,3,claes,0.0,0.0,0.0
508,1952,3,george_connor,0.0,0.0,17.0
509,1952,3,griffith,0.0,0.0,18.0
510,1952,3,bira,0.0,0.0,30.0
511,1952,3,parsons,0.0,0.0,19.0
512,1952,3,macklin,0.0,0.0,0.0
513,1952,3,mcgrath,0.0,0.0,20.0
514,1952,3,laurent,0.0,0.0,0.0
515,1952,4,ascari,9.0,1.0,2.0
516,1952,4,taruffi,9.0,1.0,1.0
517,1952,4,farina,6.0,0.0,4.0
518,1952,4,ruttman,8.0,1.0,3.0
519,1952,4,manzon,4.0,0.0,7.0
520,1952,4,fischer,6.0,0.0,5.0
521,1952,4,rathmann,6.0,0.0,6.0
522,1952,4,behra,4.0,0.0,8.0
523,1952,4,hanks,4.0,0.0,9.0
524,1952,4,hawthorn,3.0,0.0,12.0
525,1952,4,wharton,3.0,0.0,10.0
526,1952,4,darter,3.0,0.0,11.0
527,1952,4,alan_brown,2.0,0.0,13.0
528,1952,4,cross,2.0,0.0,14.0
529,1952,4,frere,2.0,0.0,15.0
530,1952,4,trintignant,0.0,0.0,0.0
531,1952,4,vukovich,1.0,0.0,16.0
532,1952,4,graffenried,0.0,0.0,18.0
533,1952,4,collins,0.0,0.0,0.0
534,1952,4,bryan,0.0,0.0,17.0
535,1952,4,hirt,0.0,0.0,20.0
536,1952,4,tornaco,0.0,0.0,19.0
537,1952,4,reece,0.0,0.0,21.0
538,1952,4,brandon,0.0,0.0,22.0
539,1952,4,claes,0.0,0.0,23.0
540,1952,4,etancelin,0.0,0.0,0.0
541,1952,4,george_connor,0.0,0.0,24.0
542,1952,4,macklin,0.0,0.0,28.0
543,1952,4,griffith,0.0,0.0,25.0
544,1952,4,bira,0.0,0.0,26.0
545,1952,5,ascari,18.0,2.0,1.0
546,1952,5,taruffi,13.0,1.0,2.0
547,1952,5,farina,12.0,0.0,3.0
548,1952,5,ruttman,8.0,1.0,4.0
549,1952,5,manzon,7.0,0.0,5.0
550,1952,5,hawthorn,3.0,0.0,10.0
551,1952,5,fischer,6.0,0.0,6.0
552,1952,5,rathmann,6.0,0.0,7.0
553,1952,5,behra,4.0,0.0,8.0
554,1952,5,hanks,4.0,0.0,9.0
555,1952,5,wharton,3.0,0.0,11.0
556,1952,5,darter,3.0,0.0,12.0
557,1952,5,poore,0.0,0.0,0.0
558,1952,5,alan_brown,2.0,0.0,13.0
559,1952,5,trintignant,2.0,0.0,16.0
560,1952,5,cross,2.0,0.0,14.0
561,1952,5,frere,2.0,0.0,15.0
562,1952,5,thompson,0.0,0.0,0.0
563,1952,5,vukovich,1.0,0.0,17.0
564,1952,5,graffenried,0.0,0.0,18.0
565,1952,5,collins,0.0,0.0,19.0
566,1952,5,bryan,0.0,0.0,20.0
567,1952,5,hirt,0.0,0.0,21.0
568,1952,5,tornaco,0.0,0.0,22.0
569,1952,5,reg_parnell,0.0,0.0,0.0
570,1952,5,reece,0.0,0.0,23.0
571,1952,5,brandon,0.0,0.0,24.0
572,1952,5,claes,0.0,0.0,25.0
573,1952,5,etancelin,0.0,0.0,26.0
574,1952,5,george_connor,0.0,0.0,27.0
575,1952,6,ascari,27.0,3.0,1.0
576,1952,6,taruffi,19.0,1.0,2.0
577,1952,6,farina,12.0,0.0,3.0
578,1952,6,fischer,6.0,0.0,7.0
579,1952,6,ruttman,8.0,1.0,4.0
580,1952,6,manzon,7.0,0.0,5.0
581,1952,6,hawthorn,7.0,0.0,6.0
582,1952,6,rathmann,6.0,0.0,8.0
583,1952,6,behra,4.0,0.0,9.0
584,1952,6,hanks,4.0,0.0,10.0
585,1952,6,wharton,3.0,0.0,11.0
586,1952,6,darter,3.0,0.0,12.0
587,1952,6,poore,3.0,0.0,13.0
588,1952,6,alan_brown,2.0,0.0,14.0
589,1952,6,trintignant,2.0,0.0,15.0
590,1952,6,frere,2.0,0.0,17.0
591,1952,6,cross,2.0,0.0,16.0
592,1952,6,thompson,2.0,0.0,18.0
593,1952,6,vukovich,1.0,0.0,19.0
594,1952,6,laurent,0.0,0.0,0.0
595,1952,6,graffenried,0.0,0.0,20.0
596,1952,6,collins,0.0,0.0,21.0
597,1952,6,bryan,0.0,0.0,22.0
