,season,round,constructor,constructor_points,constructor_wins,constructor_standings_pos
3557,1979,10,shadow,0.0,0.0,11.0
3558,1979,10,wolf,0.0,0.0,12.0
3559,1979,10,ats,0.0,0.0,13.0
3560,1979,10,ensign,0.0,0.0,14.0
3561,1979,10,alfa,0.0,0.0,15.0
3562,1979,10,merzario,0.0,0.0,16.0
3563,1979,10,kauhsen,0.0,0.0,17.0
3564,1979,11,ferrari,65.0,4.0,1.0
3565,1979,11,ligier,51.0,3.0,2.0
3566,1979,11,williams,38.0,2.0,3.0
3567,1979,11,team_lotus,37.0,0.0,4.0
3568,1979,11,tyrrell,21.0,0.0,5.0
3569,1979,11,renault,19.0,1.0,6.0
3570,1979,11,mclaren,13.0,0.0,7.0
3571,1979,11,arrows,4.0,0.0,8.0
3572,1979,11,brabham-alfa_romeo,1.0,0.0,9.0
3573,1979,11,fittipaldi,1.0,0.0,10.0
3574,1979,11,shadow,0.0,0.0,11.0
3575,1979,11,wolf,0.0,0.0,12.0
3576,1979,11,ats,0.0,0.0,13.0
3577,1979,11,ensign,0.0,0.0,14.0
3578,1979,11,alfa,0.0,0.0,15.0
3579,1979,11,merzario,0.0,0.0,16.0
3580,1979,11,kauhsen,0.0,0.0,17.0
3581,1979,12,ferrari,74.0,4.0,1.0
3582,1979,12,ligier,55.0,3.0,2.0
3583,1979,12,williams,49.0,3.0,3.0
3584,1979,12,team_lotus,37.0,0.0,4.0
3585,1979,12,tyrrell,21.0,0.0,5.0
3586,1979,12,renault,20.0,1.0,6.0
3587,1979,12,mclaren,13.0,0.0,7.0
3588,1979,12,arrows,4.0,0.0,8.0
3589,1979,12,brabham-alfa_romeo,1.0,0.0,9.0
3590,1979,12,fittipaldi,1.0,0.0,10.0
3591,1979,12,shadow,0.0,0.0,11.0
3592,1979,12,wolf,0.0,0.0,12.0
3593,1979,12,ats,0.0,0.0,13.0
3594,1979,12,ensign,0.0,0.0,14.0
3595,1979,12,alfa,0.0,0.0,15.0
3596,1979,12,merzario,0.0,0.0,16.0
3597,1979,12,kauhsen,0.0,0.0,17.0
3598,1979,13,ferrari,80.0,4.0,1.0
3599,1979,13,williams,58.0,4.0,3.0
3600,1979,13,ligier,61.0,3.0,2.0
3601,1979,13,team_lotus,37.0,0.0,4.0
3602,1979,13,tyrrell,21.0,0.0,5.0
3603,1979,13,renault,20.0,1.0,6.0
3604,1979,13,mclaren,13.0,0.0,7.0
3605,1979,13,brabham-alfa_romeo,4.0,0.0,9.0
3606,1979,13,arrows,5.0,0.0,8.0
3607,1979,13,fittipaldi,1.0,0.0,10.0
3608,1979,13,shadow,0.0,0.0,11.0
3609,1979,13,wolf,0.0,0.0,12.0
3610,1979,13,ats,0.0,0.0,13.0
3611,1979,13,ensign,0.0,0.0,14.0
3612,1979,13,alfa,0.0,0.0,15.0
3613,1979,13,merzario,0.0,0.0,16.0
3614,1979,13,kauhsen,0.0,0.0,17.0
3615,1979,13,rebaque,0.0,0.0,0.0
3616,1979,14,ferrari,95.0,5.0,1.0
3617,1979,14,williams,62.0,4.0,2.0
3618,1979,14,ligier,61.0,3.0,3.0
3619,1979,14,team_lotus,39.0,0.0,4.0
3620,1979,14,tyrrell,22.0,0.0,5.0
3621,1979,14,renault,20.0,1.0,6.0
3622,1979,14,mclaren,13.0,0.0,7.0
3623,1979,14,brabham-alfa_romeo,7.0,0.0,8.0
3624,1979,14,arrows,5.0,0.0,9.0
3625,1979,14,fittipaldi,1.0,0.0,10.0
3626,1979,14,shadow,0.0,0.0,11.0
3627,1979,14,brabham-ford,0.0,0.0,0.0
3628,1979,14,wolf,0.0,0.0,12.0
3629,1979,14,ats,0.0,0.0,13.0
3630,1979,14,ensign,0.0,0.0,14.0
3631,1979,14,alfa,0.0,0.0,15.0
3632,1979,14,rebaque,0.0,0.0,18.0
3633,1979,14,merzario,0.0,0.0,16.0
3634,1979,14,kauhsen,0.0,0.0,17.0
3635,1979,15,ferrari,104.0,5.0,1.0
3636,1979,15,williams,75.0,5.0,2.0
3637,1979,15,ligier,61.0,3.0,3.0
3638,1979,15,team_lotus,39.0,0.0,4.0
3639,1979,15,tyrrell,24.0,0.0,5.0
3640,1979,15,renault,20.0,1.0,6.0
3641,1979,15,mclaren,14.0,0.0,7.0
3642,1979,15,brabham-alfa_romeo,7.0,0.0,8.0
3643,1979,15,arrows,5.0,0.0,9.0
3644,1979,15,shadow,0.0,0.0,11.0
3645,1979,15,ats,0.0,0.0,14.0
3646,1979,15,fittipaldi,1.0,0.0,10.0
3647,1979,15,brabham-ford,0.0,0.0,12.0
3648,1979,15,wolf,0.0,0.0,13.0
3649,1979,15,ensign,0.0,0.0,15.0
3650,1979,15,alfa,0.0,0.0,16.0
3651,1979,15,rebaque,0.0,0.0,17.0
3652,1979,15,merzario,0.0,0.0,18.0
3653,1979,15,kauhsen,0.0,0.0,19.0
3654,1980,1,williams,0.0,0.0,0.0
3655,1980,1,brabham,0.0,0.0,0.0
3656,1980,1,fittipaldi,0.0,0.0,0.0
3657,1980,1,tyrrell,0.0,0.0,0.0
3658,1980,1,alfa,0.0,0.0,0.0
3659,1980,1,mclaren,0.0,0.0,0.0
3660,1980,1,ferrari,0.0,0.0,0.0
3661,1980,1,ensign,0.0,0.0,0.0
3662,1980,1,ligier,0.0,0.0,0.0
3663,1980,1,arrows,0.0,0.0,0.0
3664,1980,1,ats,0.0,0.0,0.0
3665,1980,1,team_lotus,0.0,0.0,0.0
3666,1980,1,renault,0.0,0.0,0.0
3667,1980,1,shadow,0.0,0.0,0.0
3668,1980,1,osella,0.0,0.0,0.0
3669,1980,2,williams,9.0,1.0,1.0
3670,1980,2,renault,0.0,0.0,13.0
3671,1980,2,brabham,6.0,0.0,2.0
3672,1980,2,team_lotus,0.0,0.0,12.0
3673,1980,2,fittipaldi,4.0,0.0,3.0
3674,1980,2,tyrrell,3.0,0.0,4.0
3675,1980,2,ligier,0.0,0.0,9.0
3676,1980,2,mclaren,1.0,0.0,6.0
3677,1980,2,alfa,2.0,0.0,5.0
3678,1980,2,arrows,0.0,0.0,10.0
3679,1980,2,ats,0.0,0.0,11.0
3680,1980,2,ferrari,0.0,0.0,7.0
3681,1980,2,ensign,0.0,0.0,8.0
3682,1980,2,shadow,0.0,0.0,14.0
3683,1980,2,osella,0.0,0.0,15.0
3684,1980,3,renault,9.0,1.0,2.0
3685,1980,3,williams,13.0,1.0,1.0
3686,1980,3,ligier,3.0,0.0,7.0
3687,1980,3,brabham,6.0,0.0,3.0
3688,1980,3,team_lotus,6.0,0.0,4.0
3689,1980,3,fittipaldi,4.0,0.0,5.0
3690,1980,3,tyrrell,3.0,0.0,6.0
3691,1980,3,mclaren,3.0,0.0,8.0
3692,1980,3,alfa,2.0,0.0,9.0
3693,1980,3,arrows,1.0,0.0,10.0
3694,1980,3,ats,0.0,0.0,11.0
3695,1980,3,ensign,0.0,0.0,13.0
3696,1980,3,shadow,0.0,0.0,14.0
3697,1980,3,ferrari,0.0,0.0,12.0
3698,1980,3,osella,0.0,0.0,15.0
3699,1980,4,renault,18.0,2.0,1.0
3700,1980,4,brabham,9.0,0.0,4.0
3701,1980,4,williams,15.0,1.0,2.0
3702,1980,4,ligier,13.0,0.0,3.0
3703,1980,4,arrows,2.0,0.0,10.0
3704,1980,4,fittipaldi,4.0,0.0,6.0
3705,1980,4,team_lotus,6.0,0.0,5.0
3706,1980,4,mclaren,3.0,0.0,8.0
3707,1980,4,tyrrell,3.0,0.0,7.0
3708,1980,4,alfa,2.0,0.0,9.0
3709,1980,4,ferrari,0.0,0.0,14.0
3710,1980,4,ats,0.0,0.0,11.0
3711,1980,4,ensign,0.0,0.0,12.0
3712,1980,4,shadow,0.0,0.0,13.0
3713,1980,4,osella,0.0,0.0,15.0
3714,1980,5,williams,15.0,1.0,3.0
3715,1980,5,ligier,14.0,0.0,4.0
3716,1980,5,renault,18.0,2.0,1.0
3717,1980,5,brabham,18.0,1.0,2.0
3718,1980,5,arrows,8.0,0.0,5.0
3719,1980,5,fittipaldi,8.0,0.0,6.0
3720,1980,5,team_lotus,6.0,0.0,7.0
3721,1980,5,mclaren,6.0,0.0,8.0
3722,1980,5,tyrrell,3.0,0.0,9.0
3723,1980,5,ferrari,2.0,0.0,11.0
3724,1980,5,alfa,2.0,0.0,10.0
3725,1980,5,ats,0.0,0.0,12.0
3726,1980,5,ensign,0.0,0.0,13.0
3727,1980,5,shadow,0.0,0.0,14.0
3728,1980,5,osella,0.0,0.0,15.0
3729,1980,6,williams,25.0,1.0,1.0
3730,1980,6,ligier,23.0,1.0,2.0
3731,1980,6,brabham,18.0,1.0,4.0
3732,1980,6,renault,21.0,2.0,3.0
3733,1980,6,arrows,8.0,0.0,5.0
3734,1980,6,fittipaldi,8.0,0.0,6.0
3735,1980,6,team_lotus,6.0,0.0,7.0
3736,1980,6,mclaren,6.0,0.0,8.0
3737,1980,6,tyrrell,5.0,0.0,9.0
3738,1980,6,ferrari,3.0,0.0,10.0
3739,1980,6,alfa,2.0,0.0,11.0
3740,1980,6,ats,0.0,0.0,12.0
3741,1980,6,ensign,0.0,0.0,13.0
3742,1980,6,shadow,0.0,0.0,14.0
3743,1980,6,osella,0.0,0.0,15.0
3744,1980,7,williams,34.0,2.0,1.0
3745,1980,7,ligier,29.0,1.0,2.0
3746,1980,7,brabham,22.0,1.0,3.0
3747,1980,7,renault,21.0,2.0,4.0
3748,1980,7,arrows,11.0,0.0,5.0
3749,1980,7,fittipaldi,9.0,0.0,6.0
3750,1980,7,team_lotus,6.0,0.0,7.0
3751,1980,7,mclaren,6.0,0.0,8.0
3752,1980,7,tyrrell,5.0,0.0,9.0
3753,1980,7,ferrari,5.0,0.0,10.0
3754,1980,7,alfa,2.0,0.0,11.0
3755,1980,7,ats,0.0,0.0,12.0
3756,1980,7,ensign,0.0,0.0,13.0
3757,1980,7,shadow,0.0,0.0,14.0
3758,1980,7,osella,0.0,0.0,15.0
3759,1980,8,williams,44.0,3.0,1.0
3760,1980,8,ligier,39.0,1.0,2.0
3761,1980,8,brabham,25.0,1.0,3.0
3762,1980,8,renault,23.0,2.0,4.0
3763,1980,8,arrows,11.0,0.0,5.0
3764,1980,8,tyrrell,5.0,0.0,9.0
3765,1980,8,fittipaldi,9.0,0.0,6.0
3766,1980,8,mclaren,6.0,0.0,8.0
3767,1980,8,team_lotus,6.0,0.0,7.0
3768,1980,8,ferrari,5.0,0.0,10.0
3769,1980,8,alfa,2.0,0.0,11.0
3770,1980,8,ats,0.0,0.0,12.0
3771,1980,8,ensign,0.0,0.0,13.0
3772,1980,8,shadow,0.0,0.0,14.0
3773,1980,8,osella,0.0,0.0,15.0
3774,1980,9,williams,57.0,4.0,1.0
3775,1980,9,ligier,39.0,1.0,2.0
3776,1980,9,brabham,31.0,1.0,3.0
3777,1980,9,renault,23.0,2.0,4.0
3778,1980,9,arrows,11.0,0.0,5.0
3779,1980,9,tyrrell,10.0,0.0,6.0
3780,1980,9,fittipaldi,9.0,0.0,7.0
3781,1980,9,mclaren,7.0,0.0,8.0
3782,1980,9,team_lotus,6.0,0.0,9.0
3783,1980,9,ferrari,5.0,0.0,10.0
3784,1980,9,alfa,2.0,0.0,11.0
3785,1980,9,ats,0.0,0.0,12.0
3786,1980,9,ensign,0.0,0.0,13.0
3787,1980,9,shadow,0.0,0.0,14.0
3788,1980,9,osella,0.0,0.0,15.0
3789,1980,10,williams,67.0,4.0,1.0
3790,1980,10,ligier,48.0,2.0,2.0
3791,1980,10,brabham,34.0,1.0,3.0
3792,1980,10,renault,23.0,2.0,4.0
3793,1980,10,arrows,11.0,0.0,5.0
3794,1980,10,tyrrell,10.0,0.0,6.0
3795,1980,10,fittipaldi,9.0,0.0,7.0
3796,1980,10,team_lotus,6.0,0.0,9.0
3797,1980,10,mclaren,7.0,0.0,8.0
3798,1980,10,ferrari,6.0,0.0,10.0
3799,1980,10,alfa,4.0,0.0,11.0
3800,1980,10,ats,0.0,0.0,12.0
3801,1980,10,ensign,0.0,0.0,13.0
3802,1980,10,shadow,0.0,0.0,14.0
3803,1980,10,osella,0.0,0.0,15.0
3804,1980,11,williams,77.0,4.0,1.0
3805,1980,11,ligier,51.0,2.0,2.0
3806,1980,11,brabham,36.0,1.0,3.0
3807,1980,11,renault,32.0,3.0,4.0
3808,1980,11,tyrrell,10.0,0.0,6.0
3809,1980,11,arrows,11.0,0.0,5.0
3810,1980,11,fittipaldi,9.0,0.0,7.0
3811,1980,11,mclaren,7.0,0.0,9.0
3812,1980,11,team_lotus,7.0,0.0,8.0
3813,1980,11,ferrari,6.0,0.0,10.0
3814,1980,11,alfa,4.0,0.0,11.0
3815,1980,11,ats,0.0,0.0,12.0
3816,1980,11,ensign,0.0,0.0,13.0
3817,1980,11,shadow,0.0,0.0,14.0
3818,1980,11,osella,0.0,0.0,15.0
3819,1980,12,williams,80.0,4.0,1.0
3820,1980,12,ligier,55.0,2.0,2.0
3821,1980,12,brabham,45.0,2.0,3.0
3822,1980,12,renault,38.0,3.0,4.0
3823,1980,12,tyrrell,12.0,0.0,5.0
3824,1980,12,arrows,11.0,0.0,6.0
3825,1980,12,fittipaldi,9.0,0.0,7.0
3826,1980,12,team_lotus,7.0,0.0,9.0
3827,1980,12,mclaren,8.0,0.0,8.0
3828,1980,12,ferrari,6.0,0.0,10.0
3829,1980,12,alfa,4.0,0.0,11.0
3830,1980,12,ats,0.0,0.0,12.0
3831,1980,12,ensign,0.0,0.0,13.0
3832,1980,12,osella,0.0,0.0,15.0
3833,1980,12,shadow,0.0,0.0,14.0
3834,1980,13,williams,90.0,4.0,1.0
3835,1980,13,ligier,56.0,2.0,2.0
3836,1980,13,brabham,54.0,3.0,3.0
3837,1980,13,renault,38.0,3.0,4.0
3838,1980,13,tyrrell,12.0,0.0,5.0
3839,1980,13,arrows,11.0,0.0,6.0
3840,1980,13,fittipaldi,11.0,0.0,7.0
3841,1980,13,mclaren,8.0,0.0,9.0
3842,1980,13,team_lotus,10.0,0.0,8.0
3843,1980,13,ferrari,6.0,0.0,10.0
3844,1980,13,alfa,4.0,0.0,11.0
3845,1980,13,ats,0.0,0.0,12.0
3846,1980,13,ensign,0.0,0.0,13.0
3847,1980,13,osella,0.0,0.0,14.0
3848,1980,13,shadow,0.0,0.0,15.0
3849,1980,14,williams,105.0,5.0,1.0
3850,1980,14,ligier,60.0,2.0,2.0
3851,1980,14,brabham,55.0,3.0,3.0
3852,1980,14,renault,38.0,3.0,4.0
3853,1980,14,team_lotus,10.0,0.0,9.0
3854,1980,14,tyrrell,12.0,0.0,5.0
3855,1980,14,arrows,11.0,0.0,6.0
3856,1980,14,fittipaldi,11.0,0.0,7.0
3857,1980,14,mclaren,11.0,0.0,8.0
3858,1980,14,ferrari,8.0,0.0,10.0
3859,1980,14,alfa,4.0,0.0,11.0
3860,1980,14,ats,0.0,0.0,12.0
3861,1980,14,ensign,0.0,0.0,13.0
3862,1980,14,osella,0.0,0.0,14.0
3863,1980,14,shadow,0.0,0.0,15.0
3864,1981,1,williams,0.0,0.0,0.0
3865,1981,1,brabham,0.0,0.0,0.0
3866,1981,1,alfa,0.0,0.0,0.0
3867,1981,1,tyrrell,0.0,0.0,0.0
3868,1981,1,theodore,0.0,0.0,0.0
3869,1981,1,fittipaldi,0.0,0.0,0.0
3870,1981,1,renault,0.0,0.0,0.0
3871,1981,1,ensign,0.0,0.0,0.0
3872,1981,1,ferrari,0.0,0.0,0.0
3873,1981,1,ligier,0.0,0.0,0.0
3874,1981,1,ats,0.0,0.0,0.0
3875,1981,1,arrows,0.0,0.0,0.0
3876,1981,1,osella,0.0,0.0,0.0
3877,1981,1,team_lotus,0.0,0.0,0.0
3878,1981,1,mclaren,0.0,0.0,0.0
3879,1981,1,march,0.0,0.0,0.0
3880,1981,2,williams,15.0,1.0,1.0
3881,1981,2,brabham,4.0,0.0,2.0
3882,1981,2,arrows,0.0,0.0,12.0
3883,1981,2,ensign,0.0,0.0,8.0
3884,1981,2,alfa,3.0,0.0,3.0
3885,1981,2,team_lotus,0.0,0.0,14.0
3886,1981,2,tyrrell,2.0,0.0,4.0
3887,1981,2,ligier,0.0,0.0,10.0
3888,1981,2,theodore,1.0,0.0,5.0
3889,1981,2,fittipaldi,0.0,0.0,6.0
3890,1981,2,renault,0.0,0.0,7.0
3891,1981,2,mclaren,0.0,0.0,15.0
3892,1981,2,ferrari,0.0,0.0,9.0
3893,1981,2,ats,0.0,0.0,11.0
3894,1981,2,osella,0.0,0.0,13.0
3895,1981,2,march,0.0,0.0,16.0
3896,1981,3,williams,30.0,2.0,1.0
3897,1981,3,brabham,4.0,0.0,2.0
3898,1981,3,renault,0.0,0.0,11.0
3899,1981,3,arrows,4.0,0.0,3.0
3900,1981,3,alfa,3.0,0.0,5.0
3901,1981,3,ensign,3.0,0.0,4.0
3902,1981,3,team_lotus,2.0,0.0,6.0
3903,1981,3,tyrrell,2.0,0.0,7.0
3904,1981,3,ligier,1.0,0.0,8.0
3905,1981,3,theodore,1.0,0.0,9.0
3906,1981,3,fittipaldi,0.0,0.0,10.0
3907,1981,3,mclaren,0.0,0.0,12.0
3908,1981,3,ats,0.0,0.0,14.0
3909,1981,3,ferrari,0.0,0.0,13.0
3910,1981,3,osella,0.0,0.0,15.0
3911,1981,3,march,0.0,0.0,16.0
3912,1981,4,williams,39.0,2.0,1.0
3913,1981,4,brabham,13.0,1.0,2.0
3914,1981,4,arrows,4.0,0.0,4.0
3915,1981,4,renault,6.0,0.0,3.0
3916,1981,4,alfa,3.0,0.0,5.0
3917,1981,4,ensign,3.0,0.0,6.0
3918,1981,4,team_lotus,3.0,0.0,7.0
3919,1981,4,ferrari,0.0,0.0,14.0
3920,1981,4,tyrrell,2.0,0.0,8.0
3921,1981,4,ligier,1.0,0.0,9.0
3922,1981,4,mclaren,0.0,0.0,12.0
3923,1981,4,theodore,1.0,0.0,10.0
3924,1981,4,fittipaldi,0.0,0.0,11.0
3925,1981,4,ats,0.0,0.0,13.0
3926,1981,4,march,0.0,0.0,16.0
3927,1981,4,osella,0.0,0.0,15.0
3928,1981,4,toleman,0.0,0.0,0.0
3929,1981,5,williams,43.0,2.0,1.0
3930,1981,5,brabham,25.0,2.0,2.0
3931,1981,5,arrows,10.0,0.0,3.0
3932,1981,5,team_lotus,3.0,0.0,7.0
3933,1981,5,ligier,1.0,0.0,10.0
3934,1981,5,renault,6.0,0.0,4.0
3935,1981,5,ferrari,2.0,0.0,8.0
3936,1981,5,alfa,3.0,0.0,5.0
3937,1981,5,ensign,3.0,0.0,6.0
3938,1981,5,tyrrell,2.0,0.0,9.0
3939,1981,5,mclaren,1.0,0.0,11.0
3940,1981,5,theodore,1.0,0.0,12.0
3941,1981,5,fittipaldi,0.0,0.0,13.0
3942,1981,5,ats,0.0,0.0,14.0
3943,1981,5,osella,0.0,0.0,16.0
3944,1981,5,march,0.0,0.0,15.0
3945,1981,5,toleman,0.0,0.0,17.0
3946,1981,6,williams,52.0,3.0,1.0
3947,1981,6,brabham,25.0,2.0,2.0
3948,1981,6,ferrari,5.0,0.0,7.0
3949,1981,6,ligier,7.0,0.0,5.0
3950,1981,6,arrows,10.0,0.0,3.0
3951,1981,6,team_lotus,9.0,0.0,4.0
3952,1981,6,renault,6.0,0.0,6.0
3953,1981,6,tyrrell,3.0,0.0,10.0
3954,1981,6,ensign,3.0,0.0,9.0
3955,1981,6,alfa,3.0,0.0,8.0
3956,1981,6,mclaren,1.0,0.0,11.0
3957,1981,6,theodore,1.0,0.0,12.0
3958,1981,6,fittipaldi,0.0,0.0,13.0
3959,1981,6,ats,0.0,0.0,14.0
3960,1981,6,osella,0.0,0.0,15.0
3961,1981,6,march,0.0,0.0,16.0
3962,1981,6,toleman,0.0,0.0,17.0
3963,1981,7,williams,58.0,3.0,1.0
3964,1981,7,ferrari,17.0,1.0,3.0
3965,1981,7,brabham,25.0,2.0,2.0
3966,1981,7,ligier,11.0,0.0,4.0
3967,1981,7,team_lotus,9.0,0.0,6.0
3968,1981,7,arrows,10.0,0.0,5.0
3969,1981,7,renault,6.0,0.0,7.0
3970,1981,7,mclaren,1.0,0.0,11.0
3971,1981,7,tyrrell,5.0,0.0,8.0
3972,1981,7,ensign,4.0,0.0,9.0
3973,1981,7,alfa,3.0,0.0,10.0
3974,1981,7,theodore,1.0,0.0,12.0
3975,1981,7,fittipaldi,0.0,0.0,13.0
3976,1981,7,ats,0.0,0.0,14.0
3977,1981,7,osella,0.0,0.0,15.0
3978,1981,7,march,0.0,0.0,16.0
3979,1981,7,toleman,0.0,0.0,17.0
3980,1981,8,williams,61.0,3.0,1.0
3981,1981,8,brabham,25.0,2.0,3.0
3982,1981,8,ferrari,26.0,2.0,2.0
3983,1981,8,renault,6.0,0.0,7.0
3984,1981,8,ligier,17.0,0.0,4.0
3985,1981,8,team_lotus,12.0,0.0,5.0
3986,1981,8,mclaren,5.0,0.0,8.0
3987,1981,8,arrows,10.0,0.0,6.0
3988,1981,8,tyrrell,5.0,0.0,9.0
3989,1981,8,ensign,4.0,0.0,10.0
3990,1981,8,alfa,3.0,0.0,11.0
3991,1981,8,theodore,1.0,0.0,12.0
3992,1981,8,fittipaldi,0.0,0.0,13.0
3993,1981,8,ats,0.0,0.0,14.0
3994,1981,8,osella,0.0,0.0,15.0
3995,1981,8,march,0.0,0.0,16.0
3996,1981,8,toleman,0.0,0.0,17.0
3997,1981,9,williams,61.0,3.0,1.0
3998,1981,9,brabham,29.0,2.0,2.0
3999,1981,9,ferrari,28.0,2.0,3.0
4000,1981,9,ligier,17.0,0.0,5.0
4001,1981,9,mclaren,11.0,0.0,7.0
4002,1981,9,renault,18.0,1.0,4.0
4003,1981,9,team_lotus,13.0,0.0,6.0
4004,1981,9,arrows,10.0,0.0,8.0
4005,1981,9,tyrrell,5.0,0.0,9.0
4006,1981,9,ensign,4.0,0.0,10.0
4007,1981,9,alfa,3.0,0.0,11.0
4008,1981,9,theodore,1.0,0.0,12.0
4009,1981,9,ats,0.0,0.0,14.0
4010,1981,9,fittipaldi,0.0,0.0,13.0
4011,1981,9,march,0.0,0.0,16.0
4012,1981,9,osella,0.0,0.0,15.0
4013,1981,9,toleman,0.0,0.0,17.0
4014,1981,10,williams,67.0,3.0,1.0
4015,1981,10,brabham,31.0,2.0,2.0
4016,1981,10,ferrari,28.0,2.0,3.0
4017,1981,10,ligier,21.0,0.0,4.0
4018,1981,10,renault,18.0,1.0,6.0
4019,1981,10,mclaren,20.0,1.0,5.0
4020,1981,10,team_lotus,13.0,0.0,7.0
4021,1981,10,arrows,10.0,0.0,8.0
4022,1981,10,tyrrell,8.0,0.0,9.0
4023,1981,10,ensign,4.0,0.0,10.0
4024,1981,10,alfa,3.0,0.0,11.0
4025,1981,10,theodore,1.0,0.0,12.0
4026,1981,10,ats,1.0,0.0,13.0
4027,1981,10,fittipaldi,0.0,0.0,14.0
4028,1981,10,march,0.0,0.0,15.0
4029,1981,10,osella,0.0,0.0,16.0
4030,1981,10,toleman,0.0,0.0,17.0
4031,1981,11,williams,67.0,3.0,1.0
4032,1981,11,brabham,43.0,3.0,2.0
4033,1981,11,ligier,25.0,0.0,4.0
4034,1981,11,renault,24.0,1.0,5.0
4035,1981,11,ferrari,28.0,2.0,3.0
4036,1981,11,mclaren,21.0,1.0,6.0
4037,1981,11,team_lotus,13.0,0.0,7.0
4038,1981,11,arrows,10.0,0.0,8.0
4039,1981,11,tyrrell,10.0,0.0,9.0
4040,1981,11,ensign,4.0,0.0,10.0
4041,1981,11,alfa,3.0,0.0,11.0
4042,1981,11,theodore,1.0,0.0,12.0
4043,1981,11,ats,1.0,0.0,13.0
4044,1981,11,fittipaldi,0.0,0.0,14.0
4045,1981,11,march,0.0,0.0,15.0
4046,1981,11,osella,0.0,0.0,16.0
4047,1981,11,toleman,0.0,0.0,17.0
4048,1981,12,williams,72.0,3.0,1.0
4049,1981,12,brabham,47.0,3.0,2.0
4050,1981,12,renault,30.0,1.0,4.0
4051,1981,12,ligier,34.0,1.0,3.0
4052,1981,12,ferrari,28.0,2.0,5.0
4053,1981,12,mclaren,22.0,1.0,6.0
4054,1981,12,team_lotus,13.0,0.0,7.0
4055,1981,12,arrows,10.0,0.0,8.0
4056,1981,12,tyrrell,10.0,0.0,9.0
4057,1981,12,ensign,4.0,0.0,10.0
4058,1981,12,alfa,3.0,0.0,11.0
4059,1981,12,theodore,1.0,0.0,12.0
4060,1981,12,ats,1.0,0.0,13.0
4061,1981,12,fittipaldi,0.0,0.0,14.0
4062,1981,12,march,0.0,0.0,15.0
4063,1981,12,osella,0.0,0.0,16.0
4064,1981,12,toleman,0.0,0.0,17.0
4065,1981,13,williams,76.0,3.0,1.0
4066,1981,13,brabham,56.0,3.0,2.0
4067,1981,13,renault,39.0,2.0,3.0
4068,1981,13,ligier,34.0,1.0,4.0
4069,1981,13,ferrari,28.0,2.0,5.0
4070,1981,13,mclaren,22.0,1.0,6.0
4071,1981,13,team_lotus,15.0,0.0,7.0
4072,1981,13,arrows,10.0,0.0,8.0
4073,1981,13,tyrrell,10.0,0.0,9.0
4074,1981,13,ensign,5.0,0.0,10.0
4075,1981,13,alfa,3.0,0.0,11.0
4076,1981,13,theodore,1.0,0.0,12.0
4077,1981,13,ats,1.0,0.0,13.0
4078,1981,13,fittipaldi,0.0,0.0,14.0
4079,1981,13,march,0.0,0.0,15.0
4080,1981,13,osella,0.0,0.0,16.0
4081,1981,13,toleman,0.0,0.0,17.0
4082,1981,14,williams,86.0,3.0,1.0
4083,1981,14,brabham,57.0,3.0,2.0
4084,1981,14,renault,48.0,3.0,3.0
4085,1981,14,ligier,34.0,1.0,4.0
4086,1981,14,ferrari,30.0,2.0,5.0
4087,1981,14,mclaren,22.0,1.0,6.0
4088,1981,14,team_lotus,18.0,0.0,7.0
4089,1981,14,arrows,10.0,0.0,8.0
4090,1981,14,tyrrell,10.0,0.0,9.0
4091,1981,14,alfa,3.0,0.0,11.0
4092,1981,14,ensign,5.0,0.0,10.0
4093,1981,14,theodore,1.0,0.0,12.0
4094,1981,14,ats,1.0,0.0,13.0
4095,1981,14,march,0.0,0.0,15.0
4096,1981,14,fittipaldi,0.0,0.0,14.0
4097,1981,14,osella,0.0,0.0,16.0
4098,1981,14,toleman,0.0,0.0,17.0
4099,1981,15,williams,86.0,3.0,1.0
4100,1981,15,brabham,59.0,3.0,2.0
4101,1981,15,renault,48.0,3.0,3.0
4102,1981,15,ligier,43.0,2.0,4.0
4103,1981,15,ferrari,34.0,2.0,5.0
4104,1981,15,mclaren,28.0,1.0,6.0
4105,1981,15,team_lotus,19.0,0.0,7.0
4106,1981,15,arrows,10.0,0.0,8.0
4107,1981,15,alfa,6.0,0.0,10.0
4108,1981,15,tyrrell,10.0,0.0,9.0
4109,1981,15,ensign,5.0,0.0,11.0
4110,1981,15,theodore,1.0,0.0,12.0
4111,1981,15,ats,1.0,0.0,13.0
4112,1981,15,march,0.0,0.0,14.0
4113,1981,15,fittipaldi,0.0,0.0,15.0
4114,1981,15,osella,0.0,0.0,16.0
4115,1981,15,toleman,0.0,0.0,17.0
4116,1982,1,renault,0.0,0.0,0.0
4117,1982,1,williams,0.0,0.0,0.0
4118,1982,1,mclaren,0.0,0.0,0.0
4119,1982,1,tyrrell,0.0,0.0,0.0
4120,1982,1,team_lotus,0.0,0.0,0.0
4121,1982,1,ats,0.0,0.0,0.0
4122,1982,1,alfa,0.0,0.0,0.0
4123,1982,1,march,0.0,0.0,0.0
4124,1982,1,theodore,0.0,0.0,0.0
4125,1982,1,fittipaldi,0.0,0.0,0.0
4126,1982,1,ferrari,0.0,0.0,0.0
4127,1982,1,ligier,0.0,0.0,0.0
4128,1982,1,toleman,0.0,0.0,0.0
4129,1982,1,brabham,0.0,0.0,0.0
